Tên sản phẩm,Danh Mục,Thương hiệu,JSON Attributes,Link Shop,Giá
Áo Blazer Nam POLOMAN Tay Lỡ Dáng Suông Phối Túi Nắp Cổ Điển PLB05,Áo Vest và Blazer,POLOMAN,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""POLOMAN"",""Chất liệu"":""Polyester pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Cổ điển, Năng động"",""Mẫu"":""Trơn có nắp túi"",""Mùa"":""Mùa hè, Mùa thu"",""Tính năng"":""Đứng form, co giãn nhẹ"",""Hoàn cảnh"":""Dạo phố, Sự kiện nhẹ"",""Chiều dài tay áo"":""Tay lỡ"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""1 nút""}",null,590.000 đ
Áo Blazer POLOMAN Oversized Suit Jacket Streetstyle Bụi Bặm Nam Nữ Unisex PLB08,Áo Vest và Blazer,POLOMAN,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""POLOMAN"",""Chất liệu"":""Vải Kaki thô"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetstyle, Unisex"",""Mẫu"":""Trơn"",""Mùa"":""Bốn mùa"",""Tính năng"":""Form rộng cá tính"",""Hoàn cảnh"":""Đi quẩy, Sự kiện thời trang"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xếch"",""Kiểu nút"":""2 nút""}",null,690.000 đ
Áo Blazer Nam SUKIYA Vải Đũi Linen Tự Nhiên Phong Cách Nhật Bản Tối Giản Mát Mẻ SKB01,Áo Vest và Blazer,SUKIYA,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""SUKIYA"",""Chất liệu"":""Vải đũi (Linen) 100%"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Tối giản (Minimalism), Nhật Bản"",""Mẫu"":""Vân đũi tự nhiên"",""Mùa"":""Mùa hè"",""Tính năng"":""Cực mát, thân thiện môi trường"",""Hoàn cảnh"":""Dạo phố, Mặc hàng ngày, Đi du lịch"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi mềm"",""Kiểu nút"":""1 nút cúc gỗ""}",null,750.000 đ
Áo blazer nam ZETIS vải kaki Hàn Quốc form rộng phong cách trẻ trung năng động mặc đi chơi dạo phố,Áo Vest và Blazer,ZETIS,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""ZETIS"",""Chất liệu"":""Kaki Hàn Quốc"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Trẻ trung, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa thu"",""Tính năng"":""Thoáng mát, giữ form"",""Hoàn cảnh"":""Đi chơi, Dạo phố"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve chữ V"",""Kiểu nút"":""1 nút""}",null,550.000 đ
Áo Blazer ZETIS Oversized Suit Jacket Streetwear Unisex Form Rộng ZT-B02,Áo Vest và Blazer,ZETIS,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""ZETIS"",""Chất liệu"":""Polyester pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Unisex"",""Mẫu"":""Túi đắp nổi"",""Mùa"":""Bốn mùa"",""Tính năng"":""Rộng rãi, thoải mái"",""Hoàn cảnh"":""Chụp hình, Sự kiện"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xếch"",""Kiểu nút"":""2 nút""}",null,620.000 đ
Áo Blazer Nam ZUNE.ZX Thiết Kế Bất Đối Xứng Phá Cách Darkwear ZX-BL99,Áo Vest và Blazer,ZUNE.ZX,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""ZUNE.ZX"",""Chất liệu"":""Kaki thô"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Darkwear, Phá cách"",""Mẫu"":""Cắt xẻ bất đối xứng (Asymmetrical)"",""Mùa"":""Thu Đông"",""Tính năng"":""Độc bản, cá tính mạnh"",""Hoàn cảnh"":""Sự kiện thời trang, Party"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve bản to"",""Kiểu nút"":""Dây đai gài kim loại""}",null,850.000 đ
Áo blazer nam ZUNE.ZX màu đen dáng suông rộng phong cách Gothic đường phố đính khuyên kim loại,Áo Vest và Blazer,ZUNE.ZX,"{""Danh Mục"":""Áo blazer"",""Thương hiệu"":""ZUNE.ZX"",""Chất liệu"":""Vải Tây (Suiting) dày dặn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Gothic, Streetwear"",""Mẫu"":""Trơn đính khuyên kim loại"",""Mùa"":""Bốn mùa"",""Tính năng"":""Đứng form, cá tính"",""Hoàn cảnh"":""Đi quẩy, Lên đồ OOTD"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ ve xuôi"",""Kiểu nút"":""1 nút""}",null,890.000 đ
Áo chống nắng nam 2 lớp AVANCOMAN cao cấp chống tia UV,Áo khoác,AVANCOMAN,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Vải dù"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV, 2 lớp"",""Hoàn cảnh"":""Đi ngoài trời, Đi phượt"",""Chiều dài tay áo"":""Dài tay"",""Kiểu áo khoác"":""Áo chống nắng""}",https://shopee.vn/%C3%81o-ch%E1%BB%91ng-n%E1%BA%AFng-nam-2-l%E1%BB%9Bp-AVANCOMAN-cao-c%E1%BA%A5p-ch%E1%BB%91ng-tia-UV-m%E1%BA%ABu-m%E1%BB%9Bi-m%C3%B9a-h%C3%A8-2025-i.198069764.7125195081,189.000đ
Áo Chống Nắng Nam GUZADO Vải Extracool Co Giãn Làm Mát Chống Tia UV GCN02,Áo khoác,GUZADO,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Vải Extracool (Polyester phối Spandex)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV, Làm mát, Co giãn 4 chiều, Thoáng khí"",""Hoàn cảnh"":""Đi ngoài trời, Chơi thể thao, Đi làm"",""Chiều dài tay áo"":""Dài tay (có xỏ ngón)"",""Kiểu nút"":""Khóa kéo"",""Kiểu áo khoác"":""Áo chống nắng""}",https://shopee.vn/%C3%81o-Ch%E1%BB%91ng-N%E1%BA%AFng-Nam-GUZADO-V%E1%BA%A3i-Extracool-Co-Gi%C3%A3n-L%C3%A0m-M%C3%A1t-Ch%E1%BB%91ng-Tia-UV-V%C6%B0%E1%BB%A3t-Tr%E1%BB%99i-GCN02-i.201774917.24219899492?extraParams=%7B%22display_model_id%22%3A187384117765%2C%22model_selection_logic%22%3A3%7D,255.000đ
Áo Chống Nắng Nam Uniplus Cao Cấp mỏng nhẹ thoáng mát chống tia UV AVANCOMAN,Áo khoác,AVANCOMAN,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""Uniplus"",""Chất liệu"":""Vải thun lạnh, sợi gốm chống tia UV"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Thường ngày"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV (UPF 50+), Thoáng mát, Mỏng nhẹ, Có mũ"",""Hoàn cảnh"":""Đi nắng, Chạy bộ, Đi câu, Hoạt động ngoài trời"",""Chiều dài tay áo"":""Tay dài (Có xỏ ngón)"",""Kiểu cổ áo"":""Cổ cao che mặt"",""Kiểu áo khoác"":""Áo khoác chống nắng""}",https://shopee.vn/%C3%81o-Ch%E1%BB%91ng-N%E1%BA%AFng-Nam-Uniplus-Cao-C%E1%BA%A5p-m%E1%BB%8Fng-nh%E1%BA%B9-tho%C3%A1ng-m%C3%A1t-ch%E1%BB%91ng-tia-UV-AVANCOMAN-i.198069764.5318830937?extraParams=%7B%22display_model_id%22%3A14200020566%2C%22model_selection_logic%22%3A3%7D,159.000đ
Áo Chống Nắng Nam GUZADO Chất Liệu Coolmax Thoáng Mát Thấm Hút Chống Nóng Chống UV Tốt GCN02,Áo khoác,GUZADO,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Coolmax / Thun lạnh"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động, Tiện dụng"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Chống tia UV (UPF 50+), Làm mát cơ thể, Thấm hút mồ hôi, Lưới tản nhiệt"",""Hoàn cảnh"":""Đi đường, Lái xe, Hoạt động ngoài trời"",""Chiều dài tay áo"":""Tay dài (Thiết kế xỏ ngón)"",""Kiểu cổ áo"":""Có mũ trùm đầu che kín"",""Kiểu nút"":""Khóa kéo (Zipper)""}",https://shopee.vn/%C3%81o-Ch%E1%BB%91ng-N%E1%BA%AFng-Nam-GUZADO-Ch%E1%BA%A5t-Li%E1%BB%87u-Coolmax-Tho%C3%A1ng-M%C3%A1t-Th%E1%BA%A5m-H%C3%BAt-Ch%E1%BB%91ng-N%C3%B3ng-Ch%E1%BB%91ng-UV-T%E1%BB%91t-GCN02-i.1585088865.47206494653?extraParams=%7B%22display_model_id%22%3A216367173327%2C%22model_selection_logic%22%3A3%7D&sp_atk=e89b6dcd-d1ad-4b86-b7a3-c33d0aea9443&xptdk=e89b6dcd-d1ad-4b86-b7a3-c33d0aea9443,239.000đ
Áo chống nắng nam che trán AVANCOMAN vải UMI cao cấp chống tia UV thoáng mát chống nhăn mẫu mới,Áo khoác,AVANCOMAN,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""AVANCOMAN"",""Chất liệu"":""Vải UMI cao cấp"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Hiện đại, Tiện dụng"",""Mẫu"":""Trơn / Thiết kế che trán"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Chống tia UV, Thiết kế mũ trùm che trán, Thoáng mát, Chống nhăn"",""Hoàn cảnh"":""Đi đường, Lái xe, Hoạt động ngoài trời nắng"",""Chiều dài tay áo"":""Tay dài (Thiết kế xỏ ngón)"",""Kiểu cổ áo"":""Có mũ trùm đầu che kín trán"",""Kiểu nút"":""Khóa kéo (Zipper kéo cao)""}",https://shopee.vn/%C3%81o-ch%E1%BB%91ng-n%E1%BA%AFng-nam-che-tr%C3%A1n-AVANCOMAN-v%E1%BA%A3i-UMI-cao-c%E1%BA%A5p-ch%E1%BB%91ng-tia-UV-tho%C3%A1ng-m%C3%A1t-ch%E1%BB%91ng-nh%C4%83n-m%E1%BA%ABu-m%E1%BB%9Bi-2025-i.198069764.41806645424?extraParams=%7B%22display_model_id%22%3A285559978907%2C%22model_selection_logic%22%3A3%7D&sp_atk=1b0937b3-3f71-453f-b44b-5295be9d08ab&xptdk=1b0937b3-3f71-453f-b44b-5295be9d08ab,250.000đ
Áo khoác chống nắng nam CANIFA dài tay có mũ kéo khoá bản cải tiến 8OT24S001,Áo khoác,CANIFA,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Vải chống tia UV cao cấp thoáng khí"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Năng động, Tiện dụng, Thể thao"",""Mẫu"":""Trơn / Bản cải tiến"",""Mùa"":""Mùa hè, Bốn mùa"",""Tính năng"":""Chống tia UV, Có mũ trùm, Kéo khóa tiện lợi, Khô nhanh, Mỏng nhẹ"",""Hoàn cảnh"":""Đi đường, Hoạt động ngoài trời, Thể thao, Mặc hằng ngày"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Có mũ trùm đầu"",""Kiểu khóa"":""Khóa kéo (Zipper)""}",https://shopee.vn/%C3%81o-kho%C3%A1c-ch%E1%BB%91ng-n%E1%BA%AFng-nam-CANIFA-d%C3%A0i-tay-c%C3%B3-m%C5%A9-k%C3%A9o-kho%C3%A1-b%E1%BA%A3n-c%E1%BA%A3i-ti%E1%BA%BFn-8OT24S001-i.70681764.3054340209?extraParams=%7B%22display_model_id%22%3A138283380194%2C%22model_selection_logic%22%3A3%7D,499.000đ
Áo chống nắng nam LAROMA vải thun lạnh cản tia UV cao cấp thoáng mát thiết kế thông hơi mặc mùa hè đi xe máy,Áo khoác,LAROMA,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""LAROMA"",""Chất liệu"":""Thun lạnh thông hơi"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thường ngày, Tiện lợi"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV (UPF 50+), làm mát"",""Hoàn cảnh"":""Đi xe máy, Mặc ngoài trời"",""Chiều dài tay áo"":""Dài tay xỏ ngón"",""Kiểu cổ áo"":""Có mũ trùm đầu cao"",""Kiểu áo khoác"":""Áo khoác chống nắng"",""Kiểu nút"":""Khóa kéo trơn""}",null,350.000 đ
Áo Khoác Chống Nắng Nam LAROMA Mũ Trùm Đầu Tích Hợp Khẩu Trang Sợi Lạnh UPF50+ LR-CN01,Áo khoác,LAROMA,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""LAROMA"",""Chất liệu"":""Sợi lạnh tản nhiệt"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Gọn nhẹ"",""Mẫu"":""Phối màu viền"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống nắng toàn diện, kháng khuẩn"",""Hoàn cảnh"":""Hoạt động ngoài trời, Đi làm"",""Chiều dài tay áo"":""Dài tay xỏ ngón"",""Kiểu cổ áo"":""Cổ kéo cao che mặt"",""Kiểu áo khoác"":""Áo chống nắng"",""Kiểu nút"":""Khóa kéo""}",null,380.000 đ
Áo Chống Nắng TOKYOLIFE SunStop UV Cut Jacket Siêu Nhẹ Kháng Khuẩn Nam Nữ Unisex TL-UV99,Áo khoác,TOKYOLIFE,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""TOKYOLIFE"",""Chất liệu"":""Polyester chống tia UV"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Nhật Bản, Tối giản"",""Mẫu"":""Trơn basic"",""Mùa"":""Mùa hè"",""Tính năng"":""SunStop UPF 50+, siêu nhẹ"",""Hoàn cảnh"":""Dạo phố, Đi du lịch"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ liền"",""Kiểu áo khoác"":""Áo khoác gió chống nắng"",""Kiểu nút"":""Khóa kéo YKK""}",null,450.000 đ
Áo khoác đi nắng nam TOKYOLIFE vải dù mỏng nhẹ chống tia cực tím UPF 50+ thoáng mồ hôi túi kéo khóa an toàn,Áo khoác,TOKYOLIFE,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""TOKYOLIFE"",""Chất liệu"":""Vải dù mỏng nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Năng động, Casual"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Cản tia cực tím, nhanh khô"",""Hoàn cảnh"":""Đi xe máy, Thể thao nhẹ"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm"",""Kiểu áo khoác"":""Áo dù đi nắng"",""Kiểu nút"":""Khóa kéo"",""Rất lớn"":""Có""}",null,420.000 đ
Áo Chống Nắng Nam CANIFA Vải Mesh Lưới Thoáng Khí Cản Nắng Vượt Trội Bo Thun Gấu CNF-CN05,Áo khoác,CANIFA,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Vải Mesh lưới"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Thoáng mát"",""Mẫu"":""Lưới thông hơi"",""Mùa"":""Mùa hè"",""Tính năng"":""Siêu thoáng khí, thoát mồ hôi nhanh"",""Hoàn cảnh"":""Đạp xe, Chạy bộ, Đi phượt"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ"",""Kiểu áo khoác"":""Áo lưới chống nắng"",""Kiểu nút"":""Khóa kéo""}",null,299.000 đ
Áo Khoác Chống Nắng CANIFA Active Sun Protection Hoodie Jacket Dành Cho Nam Đi Phượt Dã Ngoại,Áo khoác,CANIFA,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""CANIFA"",""Chất liệu"":""Cotton pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Activewear, Khỏe khoắn"",""Mẫu"":""Trơn có logo phản quang"",""Mùa"":""Mùa hè"",""Tính năng"":""Cản nắng, co giãn thoải mái"",""Hoàn cảnh"":""Dã ngoại, Cắm trại"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm sâu"",""Kiểu áo khoác"":""Hoodie chống nắng"",""Kiểu nút"":""Khóa kéo""}",null,350.000 đ
Áo chống nắng nam ATRASTINO thời trang cao cấp vải lụa băng siêu mát tản nhiệt nhanh form đứng dáng thanh lịch,Áo khoác,ATRASTINO,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Lụa băng (Ice Silk)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Cao cấp"",""Mẫu"":""Trơn nhẵn"",""Mùa"":""Mùa hè"",""Tính năng"":""Mát lạnh tức thì, chống tia UV 99%"",""Hoàn cảnh"":""Đi làm, Giao tiếp công việc"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ trụ kéo cao"",""Kiểu áo khoác"":""Áo đi nắng công sở"",""Kiểu nút"":""Khóa kéo tàng hình""}",null,850.000 đ
Áo Khoác Chống Tia UV Nam ATRASTINO Premium Ice Silk Sun Coat Kiểu Dáng Công Sở Lịch Lãm AT-UV02,Áo khoác,ATRASTINO,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Vải dệt công nghệ Nano"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Công sở, Lịch lãm"",""Mẫu"":""Vân chìm tinh tế"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV, chống bám bụi"",""Hoàn cảnh"":""Lái xe ô tô, Mặc ngoài vest"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Cổ bẻ giấu mũ"",""Kiểu áo khoác"":""Áo khoác nhẹ đi nắng"",""Kiểu nút"":""Khóa kéo và cúc bấm""}",null,920.000 đ
Áo Chống Nắng ATRASTINO Urban UV Shield Lightweight Jacket Áo Khoác Mùa Hè Tối Giản AT-UV03,Áo khoác,ATRASTINO,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""ATRASTINO"",""Chất liệu"":""Nylon pha Spandex siêu nhẹ"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Urban, Hiện đại"",""Mẫu"":""Khối màu Minimalist"",""Mùa"":""Bốn mùa"",""Tính năng"":""Cản gió, chống nắng UPF 40+"",""Hoàn cảnh"":""Đi bộ đô thị, Dạo phố"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm"",""Kiểu áo khoác"":""Áo gió đi nắng"",""Kiểu nút"":""Khóa kéo chống nước""}",null,790.000 đ
Áo chống nắng nam GUZADO thể thao vải kim cương thông hơi túi chéo sâu cản nắng tuyệt đối mặc đi đường cực mát,Áo khoác,GUZADO,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""GUZADO"",""Chất liệu"":""Vải kim cương (thun xốp)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thể thao, Năng động"",""Mẫu"":""Bề mặt xốp kim cương"",""Mùa"":""Mùa hè"",""Tính năng"":""Cản nắng tuyệt đối, tản nhiệt"",""Hoàn cảnh"":""Lao động ngoài trời, Đi xe máy"",""Chiều dài tay áo"":""Dài tay xỏ ngón"",""Kiểu cổ áo"":""Có mũ, kéo khóa che mặt"",""Kiểu áo khoác"":""Áo chống nắng chuyên dụng"",""Kiểu nút"":""Khóa kéo nhựa""}",null,250.000 đ
Áo chống nắng nam POLOMANOR cao cấp lụa băng mát lạnh chống tia UV tuyệt đối thiết kế thanh lịch mặc đi làm,Áo khoác,POLOMANOR,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Lụa băng (Ice Silk)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Thanh lịch, Cao cấp"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV, làm mát tức thì"",""Hoàn cảnh"":""Đi làm, Lái xe ô tô"",""Chiều dài tay áo"":""Dài tay xỏ ngón"",""Kiểu cổ áo"":""Cổ kéo cao che mặt"",""Kiểu áo khoác"":""Áo chống nắng công sở"",""Kiểu nút"":""Khóa kéo tàng hình""}",null,550.000 đ
Áo Khoác Chống Nắng Nam POLOMANOR Vải Công Nghệ Nano Kháng Khuẩn UPF50+ PLM-CN02,Áo khoác,POLOMANOR,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""POLOMANOR"",""Chất liệu"":""Vải Nano chống nắng"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Hiện đại, Tối giản"",""Mẫu"":""Trơn basic"",""Mùa"":""Mùa hè"",""Tính năng"":""Chống tia UV UPF50+, kháng khuẩn"",""Hoàn cảnh"":""Mặc hàng ngày, Hoạt động ngoài trời"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ trùm đầu"",""Kiểu áo khoác"":""Áo khoác nhẹ đi nắng"",""Kiểu nút"":""Khóa kéo""}",null,480.000 đ
Áo Chống Nắng JBAGY Techwear UV Shield Jacket Phong Cách Bụi Bặm Đường Phố JB-UV99,Áo khoác,JBAGY,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""JBAGY"",""Chất liệu"":""Vải dù pha Spandex"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Techwear, Đường phố"",""Mẫu"":""Phối túi hộp"",""Mùa"":""Mùa hè"",""Tính năng"":""Cản nắng, chống thấm nước nhẹ"",""Hoàn cảnh"":""Đi phượt, Dạo phố"",""Chiều dài tay áo"":""Dài tay xỏ ngón"",""Kiểu cổ áo"":""Có mũ tháo rời"",""Kiểu áo khoác"":""Áo khoác chống nắng Techwear"",""Kiểu nút"":""Khóa kéo và cúc bấm""}",null,390.000 đ
Áo khoác đi nắng nam JBAGY dáng rộng thoải mái chất dù mỏng nhẹ cản gió chống tia UV đi xe máy tiện lợi,Áo khoác,JBAGY,"{""Danh Mục"":""Áo chống nắng"",""Thương hiệu"":""JBAGY"",""Chất liệu"":""Vải dù mỏng (Nylon)"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Năng động, Casual"",""Mẫu"":""Trơn"",""Mùa"":""Mùa hè"",""Tính năng"":""Mỏng nhẹ, cản gió lùa, chống tia UV"",""Hoàn cảnh"":""Đi xe máy, Mặc khoác ngoài"",""Chiều dài tay áo"":""Dài tay"",""Kiểu cổ áo"":""Có mũ liền"",""Kiểu áo khoác"":""Áo khoác dù đi nắng"",""Kiểu nút"":""Khóa kéo trơn""}",null,350.000 đ
Áo Hoodie Boxy Zip Teelab Stars Unisex Local Brand Vải Interlock 360gsm HD121,"Áo Hoodie, Áo Len & Áo Nỉ",Teelab,"{""Danh Mục"":""Áo hoodie"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Vải Interlock 360gsm"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Năng động, Unisex, Cá tính"",""Mẫu"":""In họa tiết Stars / Zip-up"",""Mùa"":""Thu Đông"",""Tính năng"":""Form Boxy rộng ngang đứng dáng, Vải dày dặn 360gsm, Khóa kéo tiện lợi, Giữ ấm"",""Hoàn cảnh"":""Đi học, Đi chơi, Dạo phố, Hằng ngày"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Có mũ trùm đầu"",""Kiểu nút"":""Khóa kéo (Zipper)""}",https://shopee.vn/-NEW-ARRIVAL-%C3%81o-Hoodie-Boxy-Zip-Teelab-Stars-Unisex-Local-Brand-V%E1%BA%A3i-Interlock-360gsm-HD121-i.308542026.41070295824?extraParams=%7B%22display_model_id%22%3A99236505026%2C%22model_selection_logic%22%3A3%7D&sp_atk=bf62a612-ce3d-493b-a050-a2c23cf02f98&xptdk=bf62a612-ce3d-493b-a050-a2c23cf02f98,399.000đ
[NEW ARRIVAL] Áo Hoodie Nỉ Bông Teelab Time Flies Unisex Local Brand HD128,"Áo Hoodie, Áo Len & Áo Nỉ",Teelab,"{""Danh Mục"":""Áo hoodie"",""Thương hiệu"":""Teelab"",""Chất liệu"":""Nỉ bông dày dặn"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Năng động, Unisex"",""Mẫu"":""In graphic Time Flies"",""Mùa"":""Thu Đông"",""Tính năng"":""Form rộng (Oversize), Giữ ấm tốt, Bề mặt mềm mịn"",""Hoàn cảnh"":""Đi học, Đi chơi, Dạo phố, Hằng ngày"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Có mũ trùm đầu""}",https://shopee.vn/-NEW-ARRIVAL-%C3%81o-Hoodie-N%E1%BB%89-B%C3%B4ng-Teelab-Time-Flies-Unisex-Local-Brand-HD128-i.308542026.48150290213?extraParams=%7B%22display_model_id%22%3A355025301759%2C%22model_selection_logic%22%3A3%7D&sp_atk=11efce91-8913-423b-968c-21342df2c43f&xptdk=11efce91-8913-423b-968c-21342df2c43f,399.000đ
Áo Hoodie TEELAB Local Brand Áo Khoác Nỉ bông cực dày form rộng nam nữ Unisex (HD2100L),"Áo Hoodie, Áo Len & Áo Nỉ",Teelab,"{""Danh Mục"":""Áo hoodie"",""Thương hiệu"":""TEELAB"",""Chất liệu"":""Nỉ bông cực dày"",""Xuất xứ"":""Việt Nam"",""Phong cách"":""Streetwear, Năng động, Unisex"",""Mẫu"":""In chữ / Graphic (Thank You)"",""Mùa"":""Thu Đông"",""Tính năng"":""Form rộng (Oversize), Giữ ấm siêu tốt, Mũ trùm rộng"",""Hoàn cảnh"":""Đi học, Đi chơi, Dạo phố, Mùa đông lạnh"",""Chiều dài tay áo"":""Tay dài"",""Kiểu cổ áo"":""Có mũ trùm đầu""}",https://shopee.vn/%C3%81o-Hoodie-TEELAB-Local-Brand-%C3%81o-Kho%C3%A1c-N%E1%BB%89-b%C3%B4ng-c%E1%BB%B1c-d%C3%A0y-form-r%E1%BB%99ng-nam-n%E1%BB%AF-Unisex-(HD2100L-K%C3%A8m-Video-%E1%BA%A2nh-th%E1%BA%ADt)-(Thank-Yo-i.1199169169.20387456370?extraParams=%7B%22display_model_id%22%3A197378339194%2C%22model_selection_logic%22%3A3%7D&sp_atk=284d4279-2553-42f7-8674-e7f1589d2b59&xptdk=284d4279-2553-42f7-8674-e7f1589d2b59,350.000đ
